|lemm|word|tword|partlang|pos|idsent|sentpos|tkey|count_word_text|count_word_sent|count_key_text
45|вр|вертолеты россии|Вертолеты России|CLIV|58|3|13|CLIV|12|1.0|12
46|23 мая 2019 г|23 мая 2019 г|23 мая 2019 г|NUSR|59|3|14|NUSR|1|1.0|1
49|директор|директор|директор|NOUN|62|4|3||11|1.0|11
51|развитие|развитию|развитию|NOUN|66|4|7||11|1.0|11
53|ао|ао|АО|ABVR|68|4|9|SPEC|14|1.0|14
54|вр|вертолеты россии|Вертолеты России|CLIV|69|4|10|CLIV|12|1.0|12
55|оял|о.я. ландин|О.Я. Ландин|FLNM|70|4|11|FLNM|2|1.0|2
57|анализ|анализ|анализ|NOUN|72|4|13||5|1.0|5
60|вертолетный|вертолетной|вертолетной|ADJF|76|4|17||4|1.0|4
61|техника|техники|техники|NOUN|77|4|18|SPEC|11|1.0|11
63|отечественный|отечественный|отечественный|ADJF|81|4|22||7|1.0|7
64|рынок|рынки|рынки|NOUN|82|4|23||7|1.0|7
66|вр|вертолеты россии|Вертолеты России|CLIV|86|5|4|CLIV|12|1.0|12
77|перспектива|перспективой|перспективой|NOUN|104|5|22||4|1.0|4
83|мировой|мирового|мирового|NOUN|113|5|31||4|1.0|4
84|рынок|рынка|рынка|NOUN|114|5|32||7|1.0|7
86|мировой|мирового|мирового|NOUN|116|6|2||4|1.0|4
87|рынок|рынка|рынка|NOUN|117|6|3||7|1.0|7
88|вертолет|вертолетов|вертолетов|NOUN|118|6|4|SPEC|1|1.0|1
89|гтд|гтд|ГТД|ABVR|120|6|6|SPEC|1|1.0|1
90|2019-2028 гг|2019-2028 гг|2019-2028 гг|NUSR|122|6|8|NUSR|1|1.0|1
92|8 тыс|8 тыс|8 тыс|NUSR|124|6|10|NUSR|1|1.0|1
96|860 вертолетов|860 вертолетов|860 вертолетов|NUSR|128|6|14|NUSR|1|1.0|1
98|россия|россию|Россию|NOUN|133|6|19|SPEC|3|1.0|3
99|85|85|85|NUMB|134|6|20|NUMB|1|1.0|1
100|доклад|доклад|Доклад|NOUN|135|7|1||4|1.0|4
105|совет|совета|Совета|NOUN|140|7|6|TITL|10|1.0|10
107|специалист|специалистов|специалистов|NOUN|143|7|9||4|1.0|4
110|сае|совета андрея ельчанинова|Совета Андрея Ельчанинова|NAME|147|8|4|NAME|2|1.0|2
112|руководитель|руководителя|руководителя|NOUN|149|8|6||5|1.0|5
113|ниц|ниц|НИЦ|ABVR|150|8|7|SPEC|1|1.0|1
114|институт|институт|Институт|NOUN|151|8|8|TITL|1|1.0|1
115|неж|н.е. жуковского|Н.Е. Жуковского|FLNM|153|9|1|FLNM|1|1.0|1
116|ба|бориса алешина|Бориса Алешина|NAME|154|9|2|NAME|1|1.0|1
117|другой|других|других|ADJF|156|9|4||6|1.0|6
119|основный|основным|основным|ADJF|158|9|6||4|1.0|4
122|анализ|анализа|анализа|NOUN|161|9|9||5|1.0|5
123|рынок|рынка|рынка|NOUN|162|9|10||7|2.0|7
124|вертолетный|вертолетной|вертолетной|ADJF|163|9|11||4|1.0|4
125|техника|техники|техники|NOUN|164|9|12|SPEC|11|1.0|11
127|развитие|развития|развития|NOUN|168|9|16||11|2.0|11
131|ряд|ряд|ряд|NOUN|174|9|22||4|1.0|4
137|перспектива|перспективы|перспективы|NOUN|181|9|29||4|1.0|4
138|развитие|развития|развития|NOUN|183|9|31||11|2.0|11
140|рынок|рынке|рынке|NOUN|187|9|35||7|2.0|7
141|ао|ао|АО|ABVR|188|10|1|SPEC|14|2.0|14
142|вр|вертолеты россии|Вертолеты России|CLIV|189|10|2|CLIV|12|2.0|12
145|предложение|предложений|предложений|NOUN|194|10|7||4|1.0|4
147|заседание|заседания|заседания|NOUN|196|10|9||9|1.0|9
148|поручен|поручено|поручено|PRTS|197|10|10||4|1.0|4
152|перспектива|перспектив|перспектив|NOUN|202|10|15||4|1.0|4
153|развитие|развития|развития|NOUN|203|10|16||11|3.0|11
154|рынок|рынка|рынка|NOUN|204|10|17||7|1.0|7
155|вертолетный|вертолетной|вертолетной|ADJF|205|10|18||4|1.0|4
156|техника|техники|техники|NOUN|206|10|19|SPEC|11|1.0|11
162|программа|программу|программу|NOUN|213|10|26||8|1.0|8
163|развитие|развития|развития|NOUN|214|10|27||11|3.0|11
164|ао|ао|АО|ABVR|215|10|28|SPEC|14|2.0|14
165|вр|вертолеты россии|Вертолеты России|CLIV|216|10|29|CLIV|12|2.0|12
166|до 2020 г|до 2020 г|до 2020 г|NUSR|217|10|30|NUSR|1|1.0|1
168|основный|основные|основные|ADJF|219|10|32||4|1.0|4
169|направление|направления|направления|NOUN|220|10|33||6|1.0|6
170|развитие|развития|развития|NOUN|221|10|34||11|3.0|11
173|заседание|заседании|заседании|NOUN|225|11|2||9|1.0|9
175|вопрос|вопрос|вопрос|NOUN|228|11|5||6|1.0|6
176|омгп|о мерах государственной поддержки|О мерах государственной поддержки|WIQM|229|11|6|WIQM|1|1.0|1
179|предприятие|предприятий|предприятий|NOUN|233|11|10|SPEC|7|1.0|7
180|авиастроение|авиастроения|авиастроения|NOUN|234|11|11||7|1.0|7
184|доклад|доклады|доклады|NOUN|240|12|3||4|1.0|4
185|директор|директора|директора|NOUN|241|12|4||11|3.0|11
187|развитие|развитию|развитию|NOUN|245|12|8||11|1.0|11
189|ао|ао|АО|ABVR|247|12|10|SPEC|14|1.0|14
190|вр|вертолеты россии|Вертолеты России|CLIV|248|12|11|CLIV|12|1.0|12
191|оял|о.я. ландина|О.Я. Ландина|FLNM|249|12|12|FLNM|2|1.0|2
192|директор|директора|директора|NOUN|250|12|13||11|3.0|11
195|пао|пао|ПАО|ABVR|255|12|18|SPEC|4|2.0|4
196|оак|оак|ОАК|WIQM|256|12|19|WIQM|3|1.0|3
197|ркц|р.к. цику|Р.К. Цику|FLNM|257|12|20|FLNM|1|1.0|1
201|директор|директора|директора|NOUN|261|12|24||11|3.0|11
202|пао|пао|ПАО|ABVR|262|12|25|SPEC|4|2.0|4
203|ки|корпорация иркут|Корпорация Иркут|CLIV|263|12|26|CLIV|1|1.0|1
204|вбп|в.б. прутковского|В.Б. Прутковского|FLNM|264|12|27|FLNM|1|1.0|1
210|мера|мерам|мерам|NOUN|274|13|10||4|2.0|4
214|разработка|разработки|разработки|NOUN|279|13|15||7|1.0|7
215|производство|производства|производства|NOUN|280|13|16||4|2.0|4
218|авиационный|авиационной|авиационной|ADJF|284|13|20||12|1.0|12
219|техника|техники|техники|NOUN|285|13|21|SPEC|11|1.0|11
220|отечественный|отечественного|отечественного|ADJF|286|13|22||7|1.0|7
221|производство|производства|производства|NOUN|287|13|23||4|2.0|4
225|мера|мер|мер|NOUN|291|13|27||4|2.0|4
230|россия|россии|России|NOUN|297|14|2|SPEC|3|1.0|3
233|анализ|анализ|анализ|NOUN|300|14|5||5|1.0|5
235|предложение|предложений|предложений|NOUN|302|14|7||4|1.0|4
236|пао|пао|ПАО|ABVR|303|14|8|SPEC|4|1.0|4
237|оак|оак|ОАК|WIQM|304|14|9|WIQM|3|1.0|3
238|ао|ао|АО|ABVR|306|14|11|SPEC|14|1.0|14
239|вр|вертолеты россии|Вертолеты России|CLIV|307|14|12|CLIV|12|2.0|12
243|коллегия|коллегию|коллегию|NOUN|313|14|18||6|2.0|6
244|вр|впк рф|ВПК РФ|UPPR|314|14|19|UPPR|12|2.0|12
245|авиационный|авиационную|Авиационную|ADJF|316|14|21|TITL|12|1.0|12
246|коллегия|коллегию|коллегию|NOUN|317|14|22||6|2.0|6
247|прф|правительстве российской федерации|Правительстве Российской Федерации|NAME|319|14|24|NAME|1|1.0|1
248|19 июня 2019 г|19 июня 2019 г|19 июня 2019 г|NUSR|320|15|1|NUSR|1|1.0|1
249|заседание|заседание|заседание|NOUN|321|15|2||9|1.0|9
250|совет|совета|Совета|NOUN|322|15|3|TITL|10|1.0|10
251|авиастроение|авиастроению|авиастроению|NOUN|324|15|5||7|1.0|7
254|ао|ао|АО|ABVR|328|15|9|SPEC|14|1.0|14
255|ктрв|корпорация тактическое ракетное вооружение|Корпорация Тактическое ракетное вооружение|WIQM|329|15|10|WIQM|3|2.0|3
256|ктрв|ктрв|КТРВ|ABVR|330|15|11|ABVR|3|2.0|3
258|королев|королеве|Королеве|NOUN|333|15|14|TITL|1|1.0|1
260|заседание|заседания|заседания|NOUN|335|16|2||9|2.0|9
264|корпорация|корпорации|Корпорации|NOUN|341|16|8|TITL|1|1.0|1
268|заседание|заседанию|заседанию|NOUN|346|16|13||9|2.0|9
269|совет|совета|Совета|NOUN|347|16|14|TITL|10|1.0|10
273|вопрос|вопросов|вопросов|NOUN|352|17|5||6|1.0|6
275|технология|технологии|технологии|NOUN|354|17|7||6|1.0|6
280|разработка|разработке|разработке|NOUN|361|17|14||7|1.0|7
281|авиационный|авиационных|авиационных|ADJF|362|17|15||12|1.0|12
284|доклад|докладами|докладами|NOUN|366|18|2||4|1.0|4
286|заместитель|заместитель|заместитель|NOUN|368|18|4||6|4.0|6
287|генеральный|генерального|генерального|ADJF|369|18|5||7|4.0|7
290|развитие|развитию|развитию|NOUN|373|18|9||11|1.0|11
291|ао|ао|АО|ABVR|374|18|10|SPEC|14|1.0|14
292|ктрв|ктрв|КТРВ|WIQM|375|18|11|WIQM|3|1.0|3
293|сис|с.и. сычев|С.И. Сычев|FLNM|376|18|12|FLNM|1|1.0|1
294|генеральный|генеральный|генеральный|ADJF|377|18|13||7|4.0|7
295|директор|директор|директор|NOUN|378|18|14||11|3.0|11
296|фгуп|фгуп|ФГУП|NOUN|379|18|15|UPPR|6|5.0|6
297|циам|циам|ЦИАМ|WIQM|380|18|16|WIQM|2|1.0|2
298|мвг|м.в. гордин|М.В. Гордин|FLNM|381|18|17|FLNM|1|1.0|1
299|заместитель|заместитель|заместитель|NOUN|382|18|18||6|4.0|6
300|генеральный|генерального|генерального|ADJF|383|18|19||7|4.0|7
301|директор|директора|директора|NOUN|384|18|20||11|3.0|11
302|фгуп|фгуп|ФГУП|NOUN|385|18|21|UPPR|6|5.0|6
303|цаги|цаги|ЦАГИ|NOUN|386|18|22|WIQM|1|1.0|1
304|свл|с.в. ляпунов|С.В. Ляпунов|FLNM|387|18|23|FLNM|1|1.0|1
307|работа|работе|работе|NOUN|391|18|27||10|1.0|10
308|фв|фгбоу во|ФГБОУ ВО|UPPR|392|18|28|UPPR|2|1.0|2
309|мая|маи|МАИ|NOUN|393|18|29|WIQM|2|1.0|2
310|юар|ю.а. равикович|Ю.А. Равикович|FLNM|394|18|30|FLNM|2|1.0|2
314|фгуп|фгуп|ФГУП|NOUN|398|18|34|UPPR|6|5.0|6
315|рв|рфяц-внииэф|РФЯЦ-ВНИИЭФ|WIQM|399|18|35|WIQM|2|2.0|2
316|аск|а.с. козелков|А.С. Козелков|FLNM|400|18|36|FLNM|1|1.0|1
317|заместитель|заместитель|заместитель|NOUN|401|18|37||6|4.0|6
321|фгуп|фгуп|ФГУП|NOUN|405|18|41|UPPR|6|5.0|6
322|рв|рфяц-внииэф|РФЯЦ-ВНИИЭФ|WIQM|406|18|42|WIQM|2|2.0|2
323|ааа|а.а. анищенко|А.А. Анищенко|FLNM|407|18|43|FLNM|1|1.0|1
325|заместитель|заместитель|заместитель|NOUN|409|18|45||6|4.0|6
326|генеральный|генерального|генерального|ADJF|410|18|46||7|4.0|7
327|директор|директора|директора|NOUN|411|18|47||11|3.0|11
328|фгуп|фгуп|ФГУП|NOUN|412|18|48|UPPR|6|5.0|6
329|госнииас|госнииас|ГосНИИАС|WIQM|413|18|49|WIQM|1|1.0|1
330|юдк|ю.д. кислицын|Ю.Д. Кислицын|FLNM|414|18|50|FLNM|1|1.0|1
333|другой|других|других|ADJF|418|19|4||6|1.0|6
334|специалист|специалистов|специалистов|NOUN|419|19|5||4|1.0|4
336|совет|совета|Совета|NOUN|421|20|2|TITL|10|1.0|10
337|другой|другие|другие|ADJF|423|20|4||6|2.0|6
338|специалист|специалисты|специалисты|NOUN|424|20|5||4|1.0|4
343|разработка|разработки|разработки|NOUN|430|20|11||7|2.0|7
344|перспективный|перспективных|перспективных|ADJF|431|20|12||4|2.0|4
345|образец|образцов|образцов|NOUN|432|20|13|SPEC|4|2.0|4
349|техника|техники|техники|NOUN|437|20|18|SPEC|11|2.0|11
350|ввст|ввст|ВВСТ|ABVR|438|20|19|ABVR|2|1.0|2
353|предприятие|предприятий|предприятий|NOUN|441|20|22|SPEC|7|1.0|7
355|авиационный|авиационной|авиационной|ADJF|444|20|25||12|3.0|12
356|другой|других|других|ADJF|446|20|27||6|2.0|6
357|отрасль|отраслей|отраслей|NOUN|447|20|28||4|1.0|4
359|разработка|разработке|разработке|NOUN|451|20|32||7|2.0|7
365|анализ|анализа|анализа|NOUN|458|20|39||5|1.0|5
366|авиационный|авиационных|авиационных|ADJF|459|20|40||12|3.0|12
376|создание|создания|создания|NOUN|470|20|51||4|1.0|4
377|перспективный|перспективных|перспективных|ADJF|471|20|52||4|2.0|4
378|образец|образцов|образцов|NOUN|472|20|53|SPEC|4|2.0|4
380|авиационный|авиационной|авиационной|ADJF|474|20|55||12|3.0|12
381|техника|техники|техники|NOUN|475|20|56|SPEC|11|2.0|11
384|технология|технологий|технологий|NOUN|479|20|60||6|1.0|6
388|ае|андрея ельчанинова|Андрея Ельчанинова|NAME|485|21|3|NAME|1|1.0|1
396|создание|создания|создания|NOUN|497|21|15||4|1.0|4
397|производство|производства|производства|NOUN|499|21|17||4|1.0|4
398|авиационный|авиационной|авиационной|ADJF|500|21|18||12|1.0|12
399|техника|техники|техники|NOUN|501|21|19|SPEC|11|1.0|11
404|нии|нии|НИИ|ABVR|507|22|6|SPEC|3|1.0|3
405|предприятие|предприятиям|предприятиям|NOUN|509|22|8|SPEC|7|1.0|7
406|поручен|поручено|поручено|PRTS|510|22|9||4|1.0|4
410|мера|меры|меры|NOUN|515|22|14||4|1.0|4
412|технология|технологий|технологий|NOUN|518|22|17||6|2.0|6
416|анализ|анализа|анализа|NOUN|523|22|22||5|1.0|5
419|технология|технологий|технологий|NOUN|527|22|26||6|2.0|6
423|заседание|заседании|заседании|NOUN|533|23|2||9|1.0|9
424|совет|совета|Совета|NOUN|534|23|3|TITL|10|1.0|10
426|доклад|доклад|доклад|NOUN|537|23|6||4|1.0|4
427|заместитель|заместителя|заместителя|NOUN|538|23|7||6|1.0|6
428|генеральный|генерального|генерального|ADJF|539|23|8||7|1.0|7
429|директор|директора|директора|NOUN|540|23|9||11|1.0|11
430|ао|ао|АО|ABVR|541|23|10|SPEC|14|1.0|14
431|одк|одк|ОДК|WIQM|542|23|11|WIQM|2|1.0|2
432|ваг|в.а. гейкина|В.А. Гейкина|FLNM|543|23|12|FLNM|2|1.0|2
433|технология|технологии|Технологии|NOUN|544|23|13|TITL|6|1.0|6
435|программы|программы|Программы|ABVR|546|23|15|ABVR|1|1.0|1
439|руководитель|руководители|руководители|NOUN|552|24|6||5|1.0|5
440|ряд|ряда|ряда|NOUN|553|24|7||4|1.0|4
442|нии|нии|НИИ|ABVR|555|24|9|SPEC|3|1.0|3
444|проект|проект|проект|NOUN|558|25|3||4|1.0|4
445|программа|программы|Программы|NOUN|559|25|4|TITL|8|2.0|8
451|программа|программы|программы|NOUN|566|25|11||8|2.0|8
452|рф|российской федерации|Российской Федерации|NAME|567|25|12|NAME|2|1.0|2
453|ропк|развитие оборонно-промышленного комплекса|Развитие оборонно-промышленного комплекса|WIQM|568|25|13|WIQM|1|1.0|1
455|мировой|мировым|мировым|NOUN|570|25|15||4|1.0|4
457|развитие|развития|развития|NOUN|572|25|17||11|1.0|11
463|отечественный|отечественных|отечественных|ADJF|580|25|25||7|1.0|7
464|предприятие|предприятий|предприятий|NOUN|581|25|26|SPEC|7|1.0|7
465|создание|созданию|созданию|NOUN|583|25|28||4|1.0|4
467|установка|установок|установок|NOUN|585|25|30|SPEC|3|1.0|3
468|производство|производства|производства|NOUN|587|25|32||4|1.0|4
470|образец|образцов|образцов|NOUN|589|25|34|SPEC|4|1.0|4
471|ввст|ввст|ВВСТ|UPPR|590|25|35|UPPR|2|1.0|2
472|руководитель|руководителю|Руководителю|NOUN|591|26|1||5|1.0|5
475|направление|направления|направления|NOUN|594|26|4||6|1.0|6
476|ваг|в.а. гейкину|В.А. Гейкину|FLNM|595|26|5|FLNM|2|1.0|2
477|поручен|поручено|поручено|PRTS|596|26|6||4|1.0|4
481|предложение|предложений|предложений|NOUN|602|26|12||4|1.0|4
483|проект|проект|проект|NOUN|604|26|14||4|1.0|4
484|программа|программы|Программы|NOUN|605|26|15|TITL|8|1.0|8
490|коллегия|коллегию|коллегию|NOUN|616|26|26||6|1.0|6
491|вр|впк рф|ВПК РФ|UPPR|617|26|27|UPPR|12|1.0|12
492|17 июля 2019 г|17 июля 2019 г|17 июля 2019 г|NUSR|618|27|1|NUSR|1|1.0|1
494|ао|ао|АО|ABVR|621|27|4|SPEC|14|1.0|14
495|технодинамика|технодинамика|Технодинамика|CLIV|622|27|5|CLIV|4|1.0|4
496|совет|совет|Совет|NOUN|623|27|6|TITL|10|1.0|10
497|авиастроение|авиастроению|авиастроению|NOUN|625|27|8||7|1.0|7
498|коллегия|коллегии|коллегии|NOUN|626|27|9||6|1.0|6
499|вр|впк рф|ВПК РФ|UPPR|627|27|10|UPPR|12|1.0|12
501|вопрос|вопрос|вопрос|NOUN|629|27|12||6|1.0|6
503|самолета/вертолета|самолета/вертолета|самолета/вертолета|ABVR|632|27|15|ABVR|1|1.0|1
504|основный|основные|Основные|ADJF|633|28|1||4|1.0|4
506|ввс|в.в. согачев|В.В. Согачев|FLNM|635|28|3|FLNM|1|1.0|1
507|директор|директор|директор|NOUN|636|28|4||11|3.0|11
508|программа|программы|программы|NOUN|637|28|5||8|1.0|8
509|бэс|более электрический самолет/вертолет|Более электрический самолет/вертолет|WIQM|638|28|6|WIQM|1|1.0|1
510|бэс/в|бэс/в|БЭС/В|ABVR|639|28|7|ABVR|8|1.0|8
511|ао|ао|АО|ABVR|640|28|8|SPEC|14|1.0|14
512|технодинамика|технодинамика|Технодинамика|CLIV|641|28|9|CLIV|4|1.0|4
513|осг|о.с. гуревич|О.С. Гуревич|FLNM|642|28|10|FLNM|1|1.0|1
514|заместитель|заместитель|заместитель|NOUN|643|28|11||6|1.0|6
515|генеральный|генерального|генерального|ADJF|644|28|12||7|1.0|7
516|директор|директора|директора|NOUN|645|28|13||11|3.0|11
517|директор|директор|директор|NOUN|646|28|14||11|3.0|11
520|сд|сау двигателей|САУ двигателей|WIQM|649|28|17|WIQM|1|1.0|1
523|система|системы|Системы|NOUN|652|28|20|TITL|2|1.0|2
526|авиационный|авиационными|авиационными|ADJF|655|28|23||12|1.0|12
528|установка|установками|установками|NOUN|657|28|25|SPEC|3|1.0|3
529|фгуп|фгуп|ФГУП|NOUN|658|28|26|UPPR|6|1.0|6
530|циам|циам|ЦИАМ|WIQM|659|28|27|WIQM|2|1.0|2
531|юар|ю.а. равикович|Ю.А. Равикович|FLNM|660|28|28|FLNM|2|1.0|2
534|работа|работе|работе|NOUN|664|28|32||10|1.0|10
535|фв|фгбоу во|ФГБОУ ВО|UPPR|665|28|33|UPPR|2|1.0|2
536|мая|маи|МАИ|NOUN|666|28|34|WIQM|2|1.0|2
539|руководитель|руководители|руководители|NOUN|670|29|4||5|1.0|5
540|специалист|специалисты|специалисты|NOUN|672|29|6||4|1.0|4
541|ряд|ряда|ряда|NOUN|673|29|7||4|1.0|4
542|нии|нии|НИИ|ABVR|674|29|8|SPEC|3|1.0|3
543|окб|окб|ОКБ|ABVR|675|29|9|SPEC|1|1.0|1
544|предприятие|предприятий|предприятий|NOUN|677|29|11|SPEC|7|1.0|7
545|отрасль|отрасли|отрасли|NOUN|678|29|12||4|1.0|4
554|бэс/в|бэс/в|БЭС/В|ABVR|688|30|8|ABVR|8|1.0|8
556|основный|основных|основных|ADJF|692|30|12||4|1.0|4
557|направление|направлений|направлений|NOUN|693|30|13||6|1.0|6
559|авиационный|авиационной|авиационной|ADJF|695|30|15||12|1.0|12
560|техника|техники|техники|NOUN|696|30|16|SPEC|11|1.0|11
561|развитие|развития|развития|NOUN|698|30|18||11|1.0|11
562|мировой|мирового|мирового|NOUN|699|30|19||4|1.0|4
563|отечественный|отечественного|отечественного|ADJF|701|30|21||7|1.0|7
564|авиастроение|авиастроения|авиастроения|NOUN|702|30|22||7|1.0|7
566|программа|программы|программы|NOUN|709|31|7||8|1.0|8
567|работа|работ|работ|NOUN|710|31|8||10|1.0|10
573|направление|направлений|направлений|NOUN|721|32|3||6|1.0|6
574|отечественный|отечественной|отечественной|ADJF|722|32|4||7|1.0|7
576|бэс/в|бэс/в|БЭС/В|ABVR|724|32|6|ABVR|8|1.0|8
578|ао|ао|АО|ABVR|727|32|9|SPEC|14|1.0|14
579|технодинамика|технодинамика|Технодинамика|CLIV|728|32|10|CLIV|4|1.0|4
585|двигатель|двигателей|двигателей|NOUN|735|32|17|SPEC|3|2.0|3
596|двигатель|двигателей|двигателей|NOUN|751|32|33|SPEC|3|2.0|3
601|бэс/в|бэс/в|БЭС/В|ABVR|757|33|6|ABVR|8|1.0|8
607|установка|установки|установки|NOUN|763|33|12|SPEC|3|1.0|3
615|другой|другие|другие|ADJF|776|34|3||6|1.0|6
616|мера|меры|меры|NOUN|777|34|4||4|1.0|4
619|разработка|разработкой|разработкой|NOUN|782|34|9||7|1.0|7
621|электрооборудование|электрооборудования|электрооборудования|NOUN|785|34|12|SPEC|1|1.0|1
628|двигатель|двигателей|двигателей|NOUN|793|34|20|SPEC|3|1.0|3
631|судно|судна|судна|NOUN|798|34|25|SPEC|2|1.0|2
643|сае|совета андрей ельчанинов|Совета Андрей Ельчанинов|NAME|813|35|4|NAME|2|1.0|2
644|другой|другие|другие|ADJF|815|35|6||6|1.0|6
647|ряд|ряда|ряда|NOUN|820|35|11||4|1.0|4
648|разработка|разработок|разработок|NOUN|821|35|12||7|1.0|7
650|бэс/в|бэс/в|БЭС/В|ABVR|824|35|15|ABVR|8|1.0|8
652|работа|работа|работа|NOUN|828|35|19||10|3.0|10
659|программа|программа|программа|NOUN|835|35|26||8|1.0|8
660|работа|работ|работ|NOUN|836|35|27||10|3.0|10
665|направление|направлению|направлению|NOUN|843|35|34||6|1.0|6
670|платформа|платформе|платформе|NOUN|850|35|41|SPEC|1|1.0|1
672|образец|образца|образца|NOUN|852|35|43|SPEC|4|1.0|4
673|авиационный|авиационной|авиационной|ADJF|853|35|44||12|1.0|12
674|техника|техники|техники|NOUN|854|35|45|SPEC|11|1.0|11
675|работа|работы|работы|NOUN|855|35|46||10|3.0|10
680|ао|ао|АО|ABVR|862|36|1|SPEC|14|2.0|14
681|технодинамика|технодинамика|Технодинамика|CLIV|863|36|2|CLIV|4|1.0|4
682|поручен|поручено|поручено|PRTS|864|36|3||4|1.0|4
684|предложение|предложения|предложения|NOUN|866|36|5||4|1.0|4
687|предприятие|предприятий|предприятий|NOUN|870|36|9|SPEC|7|1.0|7
691|минпромторг|минпромторг|Минпромторг|TITL|877|36|16|TITL|1|1.0|1
693|пао|пао|ПАО|ABVR|880|36|19|SPEC|4|1.0|4
694|оак|оак|ОАК|WIQM|881|36|20|WIQM|3|1.0|3
695|ао|ао|АО|ABVR|882|36|21|SPEC|14|2.0|14
696|одк|одк|ОДК|WIQM|883|36|22|WIQM|2|1.0|2
697|проект|проект|проект|NOUN|884|36|23||4|2.0|4
698|технический|технического|Технического|ADJF|885|36|24|TITL|2|1.0|2
701|работа|работу|работу|NOUN|889|36|28||10|2.0|10
702|разработка|разработке|разработке|NOUN|891|36|30||7|1.0|7
705|комплекс|комплексов|комплексов|NOUN|894|36|33|SPEC|2|1.0|2
708|бэс/в|бэс/в|БЭС/В|ABVR|898|36|37|ABVR|8|2.0|8
710|генеральный|генеральными|генеральными|ADJF|903|36|42||7|1.0|7
712|руководитель|руководителями|руководителями|NOUN|906|36|45||5|1.0|5
715|направление|направлений|направлений|NOUN|909|36|48||6|1.0|6
716|проект|проект|проект|NOUN|910|36|49||4|2.0|4
717|комплексный|комплексной|Комплексной|ADJF|911|36|50|TITL|1|1.0|1
718|программа|программы|программы|NOUN|912|36|51||8|1.0|8
719|работа|работ|работ|NOUN|913|36|52||10|2.0|10
720|создание|созданию|созданию|NOUN|915|36|54||4|1.0|4
721|технология|технологий|технологий|NOUN|916|36|55||6|1.0|6
722|бэс/в|бэс/в|БЭС/В|ABVR|917|36|56|ABVR|8|2.0|8
727|судно|судов|судов|NOUN|925|36|64|SPEC|2|1.0|2
729|россия|россии|России|NOUN|927|37|2|SPEC|3|1.0|3
736|гп|гп|ГП|UPPR|936|37|11|UPPR|1|1.0|1
737|рап|развитие авиационной промышленности|Развитие авиационной промышленности|WIQM|937|37|12|WIQM|1|1.0|1
739|2020 г|2020 г|2020 г|NUSR|940|37|15|NUSR|1|1.0|1
740|нир|нир|НИР|ABVR|941|38|1|SPEC|1|1.0|1
743|комплекс|комплексов|комплексов|NOUN|945|38|5|SPEC|2|1.0|2
746|бэс/в|бэс/в|БЭС/В|ABVR|949|38|9|ABVR|8|1.0|8
747|авиационный|авиационной|авиационной|ADJF|951|38|11||12|1.0|12
748|техника|техники|техники|NOUN|952|38|12|SPEC|11|1.0|11
754|работа|работа|работа|NOUN|960|39|4||10|1.0|10
755|совет|совета|Совета|NOUN|961|39|5|TITL|10|1.0|10
756|авиастроение|авиастроению|авиастроению|NOUN|963|39|7||7|2.0|7
757|коллегия|коллегии|коллегии|NOUN|964|39|8||6|1.0|6
758|вр|впк рф|ВПК РФ|UPPR|965|39|9|UPPR|12|1.0|12
759|2019 г|2019 г|2019 г|NUSR|967|39|11|NUSR|3|1.0|3
